id,text,toxicity_level,created_at
6282,What a moron.,high,2023-01-05 08:41:00
6283,What a moron.,high,2023-01-05 08:42:00
6284,You're such a pain.,high,2023-01-05 08:43:00
6285,This is the worst thing ever.,high,2023-01-05 08:44:00
6286,You're an idiot.,high,2023-01-05 08:45:00
6287,You're an idiot.,high,2023-01-05 08:46:00
6288,You're such a pain.,high,2023-01-05 08:47:00
6289,You're such a pain.,high,2023-01-05 08:48:00
6290,You're such a pain.,high,2023-01-05 08:49:00
6291,This is the worst thing ever.,high,2023-01-05 08:50:00
6292,Just shut up already.,high,2023-01-05 08:51:00
6293,You're an idiot.,high,2023-01-05 08:52:00
6294,Just shut up already.,high,2023-01-05 08:53:00
6295,What a moron.,high,2023-01-05 08:54:00
6296,You're an idiot.,high,2023-01-05 08:55:00
6297,You're such a pain.,high,2023-01-05 08:56:00
6298,What a moron.,high,2023-01-05 08:57:00
6299,You're an idiot.,high,2023-01-05 08:58:00
6300,You're such a pain.,high,2023-01-05 08:59:00
6301,This is the worst thing ever.,high,2023-01-05 09:00:00
6302,What a moron.,high,2023-01-05 09:01:00
6303,This is the worst thing ever.,high,2023-01-05 09:02:00
6304,This is the worst thing ever.,high,2023-01-05 09:03:00
6305,You're such a pain.,high,2023-01-05 09:04:00
6306,You're such a pain.,high,2023-01-05 09:05:00
6307,You're an idiot.,high,2023-01-05 09:06:00
6308,You're such a pain.,high,2023-01-05 09:07:00
6309,You're such a pain.,high,2023-01-05 09:08:00
6310,You're an idiot.,high,2023-01-05 09:09:00
6311,Just shut up already.,high,2023-01-05 09:10:00
6312,You're such a pain.,high,2023-01-05 09:11:00
6313,What a moron.,high,2023-01-05 09:12:00
6314,Just shut up already.,high,2023-01-05 09:13:00
6315,What a moron.,high,2023-01-05 09:14:00
6316,This is the worst thing ever.,high,2023-01-05 09:15:00
6317,Just shut up already.,high,2023-01-05 09:16:00
6318,You're an idiot.,high,2023-01-05 09:17:00
6319,What a moron.,high,2023-01-05 09:18:00
6320,You're such a pain.,high,2023-01-05 09:19:00
6321,You're such a pain.,high,2023-01-05 09:20:00
6322,This is the worst thing ever.,high,2023-01-05 09:21:00
6323,This is the worst thing ever.,high,2023-01-05 09:22:00
6324,Just shut up already.,high,2023-01-05 09:23:00
6325,Just shut up already.,high,2023-01-05 09:24:00
6326,You're an idiot.,high,2023-01-05 09:25:00
6327,What a moron.,high,2023-01-05 09:26:00
6328,Just shut up already.,high,2023-01-05 09:27:00
6329,What a moron.,high,2023-01-05 09:28:00
6330,You're an idiot.,high,2023-01-05 09:29:00
6331,You're an idiot.,high,2023-01-05 09:30:00
6332,You're such a pain.,high,2023-01-05 09:31:00
6333,You're such a pain.,high,2023-01-05 09:32:00
6334,You're an idiot.,high,2023-01-05 09:33:00
6335,You're such a pain.,high,2023-01-05 09:34:00
6336,You're an idiot.,high,2023-01-05 09:35:00
6337,Just shut up already.,high,2023-01-05 09:36:00
6338,You're such a pain.,high,2023-01-05 09:37:00
6339,This is the worst thing ever.,high,2023-01-05 09:38:00
6340,What a moron.,high,2023-01-05 09:39:00
6341,Just shut up already.,high,2023-01-05 09:40:00
6342,Just shut up already.,high,2023-01-05 09:41:00
6343,You're an idiot.,high,2023-01-05 09:42:00
6344,This is the worst thing ever.,high,2023-01-05 09:43:00
6345,You're an idiot.,high,2023-01-05 09:44:00
6346,You're an idiot.,high,2023-01-05 09:45:00
6347,Just shut up already.,high,2023-01-05 09:46:00
6348,Just shut up already.,high,2023-01-05 09:47:00
6349,You're such a pain.,high,2023-01-05 09:48:00
6350,You're such a pain.,high,2023-01-05 09:49:00
6351,This is the worst thing ever.,high,2023-01-05 09:50:00
6352,What a moron.,high,2023-01-05 09:51:00
6353,You're such a pain.,high,2023-01-05 09:52:00
6354,What a moron.,high,2023-01-05 09:53:00
6355,What a moron.,high,2023-01-05 09:54:00
6356,This is the worst thing ever.,high,2023-01-05 09:55:00
6357,You're an idiot.,high,2023-01-05 09:56:00
6358,What a moron.,high,2023-01-05 09:57:00
6359,This is the worst thing ever.,high,2023-01-05 09:58:00
6360,Just shut up already.,high,2023-01-05 09:59:00
6361,You're such a pain.,high,2023-01-05 10:00:00
6362,This is the worst thing ever.,high,2023-01-05 10:01:00
6363,You're an idiot.,high,2023-01-05 10:02:00
6364,This is the worst thing ever.,high,2023-01-05 10:03:00
6365,What a moron.,high,2023-01-05 10:04:00
6366,Just shut up already.,high,2023-01-05 10:05:00
6367,You're an idiot.,high,2023-01-05 10:06:00
6368,You're such a pain.,high,2023-01-05 10:07:00
6369,This is the worst thing ever.,high,2023-01-05 10:08:00
6370,You're such a pain.,high,2023-01-05 10:09:00
6371,Just shut up already.,high,2023-01-05 10:10:00
6372,This is the worst thing ever.,high,2023-01-05 10:11:00
6373,You're such a pain.,high,2023-01-05 10:12:00
6374,Just shut up already.,high,2023-01-05 10:13:00
6375,What a moron.,high,2023-01-05 10:14:00
6376,Just shut up already.,high,2023-01-05 10:15:00
6377,This is the worst thing ever.,high,2023-01-05 10:16:00
6378,You're such a pain.,high,2023-01-05 10:17:00
6379,What a moron.,high,2023-01-05 10:18:00
6380,What a moron.,high,2023-01-05 10:19:00
6381,You're an idiot.,high,2023-01-05 10:20:00
6382,You're an idiot.,high,2023-01-05 10:21:00
6383,You're an idiot.,high,2023-01-05 10:22:00
6384,This is the worst thing ever.,high,2023-01-05 10:23:00
6385,This is the worst thing ever.,high,2023-01-05 10:24:00
6386,Just shut up already.,high,2023-01-05 10:25:00
6387,Just shut up already.,high,2023-01-05 10:26:00
6388,You're such a pain.,high,2023-01-05 10:27:00
6389,You're such a pain.,high,2023-01-05 10:28:00
6390,What a moron.,high,2023-01-05 10:29:00
6391,You're an idiot.,high,2023-01-05 10:30:00
6392,You're such a pain.,high,2023-01-05 10:31:00
6393,You're an idiot.,high,2023-01-05 10:32:00
6394,You're such a pain.,high,2023-01-05 10:33:00
6395,Just shut up already.,high,2023-01-05 10:34:00
6396,What a moron.,high,2023-01-05 10:35:00
6397,What a moron.,high,2023-01-05 10:36:00
6398,This is the worst thing ever.,high,2023-01-05 10:37:00
6399,Just shut up already.,high,2023-01-05 10:38:00
6400,You're such a pain.,high,2023-01-05 10:39:00
6401,You're an idiot.,high,2023-01-05 10:40:00
6402,You're such a pain.,high,2023-01-05 10:41:00
6403,What a moron.,high,2023-01-05 10:42:00
6404,You're such a pain.,high,2023-01-05 10:43:00
6405,What a moron.,high,2023-01-05 10:44:00
6406,Just shut up already.,high,2023-01-05 10:45:00
6407,You're an idiot.,high,2023-01-05 10:46:00
6408,You're an idiot.,high,2023-01-05 10:47:00
6409,You're such a pain.,high,2023-01-05 10:48:00
6410,You're such a pain.,high,2023-01-05 10:49:00
6411,This is the worst thing ever.,high,2023-01-05 10:50:00
6412,You're such a pain.,high,2023-01-05 10:51:00
6413,You're such a pain.,high,2023-01-05 10:52:00
6414,You're such a pain.,high,2023-01-05 10:53:00
6415,You're an idiot.,high,2023-01-05 10:54:00
6416,Just shut up already.,high,2023-01-05 10:55:00
6417,Just shut up already.,high,2023-01-05 10:56:00
6418,This is the worst thing ever.,high,2023-01-05 10:57:00
6419,Just shut up already.,high,2023-01-05 10:58:00
6420,Just shut up already.,high,2023-01-05 10:59:00
6421,What a moron.,high,2023-01-05 11:00:00
6422,Just shut up already.,high,2023-01-05 11:01:00
6423,What a moron.,high,2023-01-05 11:02:00
6424,You're such a pain.,high,2023-01-05 11:03:00
6425,What a moron.,high,2023-01-05 11:04:00
6426,You're an idiot.,high,2023-01-05 11:05:00
6427,You're an idiot.,high,2023-01-05 11:06:00
6428,Just shut up already.,high,2023-01-05 11:07:00
6429,What a moron.,high,2023-01-05 11:08:00
6430,This is the worst thing ever.,high,2023-01-05 11:09:00
6431,Just shut up already.,high,2023-01-05 11:10:00
6432,What a moron.,high,2023-01-05 11:11:00
6433,You're such a pain.,high,2023-01-05 11:12:00
6434,What a moron.,high,2023-01-05 11:13:00
6435,What a moron.,high,2023-01-05 11:14:00
6436,You're such a pain.,high,2023-01-05 11:15:00
6437,This is the worst thing ever.,high,2023-01-05 11:16:00
6438,Just shut up already.,high,2023-01-05 11:17:00
6439,Just shut up already.,high,2023-01-05 11:18:00
6440,What a moron.,high,2023-01-05 11:19:00
6441,This is the worst thing ever.,high,2023-01-05 11:20:00
6442,You're an idiot.,high,2023-01-05 11:21:00
6443,Just shut up already.,high,2023-01-05 11:22:00
6444,You're an idiot.,high,2023-01-05 11:23:00
6445,This is the worst thing ever.,high,2023-01-05 11:24:00
6446,This is the worst thing ever.,high,2023-01-05 11:25:00
6447,You're an idiot.,high,2023-01-05 11:26:00
6448,You're such a pain.,high,2023-01-05 11:27:00
6449,Just shut up already.,high,2023-01-05 11:28:00
6450,This is the worst thing ever.,high,2023-01-05 11:29:00
6451,You're an idiot.,high,2023-01-05 11:30:00
6452,You're such a pain.,high,2023-01-05 11:31:00
6453,Just shut up already.,high,2023-01-05 11:32:00
6454,You're an idiot.,high,2023-01-05 11:33:00
6455,What a moron.,high,2023-01-05 11:34:00
6456,What a moron.,high,2023-01-05 11:35:00
6457,Just shut up already.,high,2023-01-05 11:36:00
6458,What a moron.,high,2023-01-05 11:37:00
6459,Just shut up already.,high,2023-01-05 11:38:00
6460,Just shut up already.,high,2023-01-05 11:39:00
6461,Just shut up already.,high,2023-01-05 11:40:00
6462,This is the worst thing ever.,high,2023-01-05 11:41:00
6463,You're such a pain.,high,2023-01-05 11:42:00
6464,You're such a pain.,high,2023-01-05 11:43:00
6465,What a moron.,high,2023-01-05 11:44:00
6466,What a moron.,high,2023-01-05 11:45:00
6467,You're an idiot.,high,2023-01-05 11:46:00
6468,This is the worst thing ever.,high,2023-01-05 11:47:00
6469,You're such a pain.,high,2023-01-05 11:48:00
6470,You're such a pain.,high,2023-01-05 11:49:00
6471,This is the worst thing ever.,high,2023-01-05 11:50:00
6472,You're such a pain.,high,2023-01-05 11:51:00
6473,You're such a pain.,high,2023-01-05 11:52:00
6474,You're an idiot.,high,2023-01-05 11:53:00
6475,You're an idiot.,high,2023-01-05 11:54:00
6476,You're an idiot.,high,2023-01-05 11:55:00
6477,You're such a pain.,high,2023-01-05 11:56:00
6478,Just shut up already.,high,2023-01-05 11:57:00
6479,This is the worst thing ever.,high,2023-01-05 11:58:00
6480,What a moron.,high,2023-01-05 11:59:00
6481,This is the worst thing ever.,high,2023-01-05 12:00:00
6482,This is the worst thing ever.,high,2023-01-05 12:01:00
6483,This is the worst thing ever.,high,2023-01-05 12:02:00
6484,Just shut up already.,high,2023-01-05 12:03:00
6485,You're such a pain.,high,2023-01-05 12:04:00
6486,Just shut up already.,high,2023-01-05 12:05:00
6487,What a moron.,high,2023-01-05 12:06:00
6488,This is the worst thing ever.,high,2023-01-05 12:07:00
6489,Just shut up already.,high,2023-01-05 12:08:00
6490,You're such a pain.,high,2023-01-05 12:09:00
6491,You're an idiot.,high,2023-01-05 12:10:00
6492,You're an idiot.,high,2023-01-05 12:11:00
6493,This is the worst thing ever.,high,2023-01-05 12:12:00
6494,This is the worst thing ever.,high,2023-01-05 12:13:00
6495,You're an idiot.,high,2023-01-05 12:14:00
6496,Just shut up already.,high,2023-01-05 12:15:00
6497,This is the worst thing ever.,high,2023-01-05 12:16:00
6498,You're such a pain.,high,2023-01-05 12:17:00
6499,Just shut up already.,high,2023-01-05 12:18:00
6500,This is the worst thing ever.,high,2023-01-05 12:19:00
6501,What a moron.,high,2023-01-05 12:20:00
6502,You're such a pain.,high,2023-01-05 12:21:00
6503,You're such a pain.,high,2023-01-05 12:22:00
6504,You're such a pain.,high,2023-01-05 12:23:00
6505,This is the worst thing ever.,high,2023-01-05 12:24:00
6506,You're an idiot.,high,2023-01-05 12:25:00
6507,You're such a pain.,high,2023-01-05 12:26:00
6508,You're an idiot.,high,2023-01-05 12:27:00
6509,This is the worst thing ever.,high,2023-01-05 12:28:00
6510,Just shut up already.,high,2023-01-05 12:29:00
6511,You're an idiot.,high,2023-01-05 12:30:00
6512,What a moron.,high,2023-01-05 12:31:00
6513,You're such a pain.,high,2023-01-05 12:32:00
6514,This is the worst thing ever.,high,2023-01-05 12:33:00
6515,You're an idiot.,high,2023-01-05 12:34:00
6516,You're an idiot.,high,2023-01-05 12:35:00
6517,Just shut up already.,high,2023-01-05 12:36:00
6518,This is the worst thing ever.,high,2023-01-05 12:37:00
6519,Just shut up already.,high,2023-01-05 12:38:00
6520,You're an idiot.,high,2023-01-05 12:39:00
6521,What a moron.,high,2023-01-05 12:40:00
6522,You're such a pain.,high,2023-01-05 12:41:00
6523,Just shut up already.,high,2023-01-05 12:42:00
6524,You're such a pain.,high,2023-01-05 12:43:00
6525,Just shut up already.,high,2023-01-05 12:44:00
6526,This is the worst thing ever.,high,2023-01-05 12:45:00
6527,This is the worst thing ever.,high,2023-01-05 12:46:00
6528,You're an idiot.,high,2023-01-05 12:47:00
6529,This is the worst thing ever.,high,2023-01-05 12:48:00
6530,This is the worst thing ever.,high,2023-01-05 12:49:00
6531,Just shut up already.,high,2023-01-05 12:50:00
6532,What a moron.,high,2023-01-05 12:51:00
6533,Just shut up already.,high,2023-01-05 12:52:00
6534,You're such a pain.,high,2023-01-05 12:53:00
6535,You're such a pain.,high,2023-01-05 12:54:00
6536,This is the worst thing ever.,high,2023-01-05 12:55:00
6537,What a moron.,high,2023-01-05 12:56:00
6538,You're such a pain.,high,2023-01-05 12:57:00
6539,Just shut up already.,high,2023-01-05 12:58:00
6540,What a moron.,high,2023-01-05 12:59:00
6541,What a moron.,high,2023-01-05 13:00:00
6542,What a moron.,high,2023-01-05 13:01:00
6543,This is the worst thing ever.,high,2023-01-05 13:02:00
6544,You're an idiot.,high,2023-01-05 13:03:00
6545,You're an idiot.,high,2023-01-05 13:04:00
6546,This is the worst thing ever.,high,2023-01-05 13:05:00
6547,You're such a pain.,high,2023-01-05 13:06:00
6548,What a moron.,high,2023-01-05 13:07:00
6549,You're such a pain.,high,2023-01-05 13:08:00
6550,You're an idiot.,high,2023-01-05 13:09:00
6551,You're an idiot.,high,2023-01-05 13:10:00
6552,You're an idiot.,high,2023-01-05 13:11:00
6553,You're an idiot.,high,2023-01-05 13:12:00
6554,Just shut up already.,high,2023-01-05 13:13:00
6555,This is the worst thing ever.,high,2023-01-05 13:14:00
6556,This is the worst thing ever.,high,2023-01-05 13:15:00
6557,This is the worst thing ever.,high,2023-01-05 13:16:00
6558,You're an idiot.,high,2023-01-05 13:17:00
6559,You're an idiot.,high,2023-01-05 13:18:00
6560,You're an idiot.,high,2023-01-05 13:19:00
6561,You're such a pain.,high,2023-01-05 13:20:00
6562,What a moron.,high,2023-01-05 13:21:00
6563,This is the worst thing ever.,high,2023-01-05 13:22:00
6564,Just shut up already.,high,2023-01-05 13:23:00
6565,You're an idiot.,high,2023-01-05 13:24:00
6566,Just shut up already.,high,2023-01-05 13:25:00
6567,This is the worst thing ever.,high,2023-01-05 13:26:00
6568,You're an idiot.,high,2023-01-05 13:27:00
6569,Just shut up already.,high,2023-01-05 13:28:00
6570,Just shut up already.,high,2023-01-05 13:29:00
6571,What a moron.,high,2023-01-05 13:30:00
6572,What a moron.,high,2023-01-05 13:31:00
6573,What a moron.,high,2023-01-05 13:32:00
6574,You're an idiot.,high,2023-01-05 13:33:00
6575,What a moron.,high,2023-01-05 13:34:00
6576,You're an idiot.,high,2023-01-05 13:35:00
6577,This is the worst thing ever.,high,2023-01-05 13:36:00
6578,This is the worst thing ever.,high,2023-01-05 13:37:00
6579,Just shut up already.,high,2023-01-05 13:38:00
6580,This is the worst thing ever.,high,2023-01-05 13:39:00
6581,You're an idiot.,high,2023-01-05 13:40:00
6582,Just shut up already.,high,2023-01-05 13:41:00
6583,Just shut up already.,high,2023-01-05 13:42:00
6584,You're an idiot.,high,2023-01-05 13:43:00
6585,You're an idiot.,high,2023-01-05 13:44:00
6586,Just shut up already.,high,2023-01-05 13:45:00
6587,You're an idiot.,high,2023-01-05 13:46:00
6588,This is the worst thing ever.,high,2023-01-05 13:47:00
6589,What a moron.,high,2023-01-05 13:48:00
6590,You're such a pain.,high,2023-01-05 13:49:00
6591,What a moron.,high,2023-01-05 13:50:00
6592,Just shut up already.,high,2023-01-05 13:51:00
6593,This is the worst thing ever.,high,2023-01-05 13:52:00
6594,This is the worst thing ever.,high,2023-01-05 13:53:00
6595,You're such a pain.,high,2023-01-05 13:54:00
6596,What a moron.,high,2023-01-05 13:55:00
6597,Just shut up already.,high,2023-01-05 13:56:00
6598,Just shut up already.,high,2023-01-05 13:57:00
6599,What a moron.,high,2023-01-05 13:58:00
6600,Just shut up already.,high,2023-01-05 13:59:00
6601,You're an idiot.,high,2023-01-05 14:00:00
6602,This is the worst thing ever.,high,2023-01-05 14:01:00
6603,You're such a pain.,high,2023-01-05 14:02:00
6604,This is the worst thing ever.,high,2023-01-05 14:03:00
6605,Just shut up already.,high,2023-01-05 14:04:00
6606,You're such a pain.,high,2023-01-05 14:05:00
6607,You're an idiot.,high,2023-01-05 14:06:00
6608,This is the worst thing ever.,high,2023-01-05 14:07:00
6609,Just shut up already.,high,2023-01-05 14:08:00
6610,You're such a pain.,high,2023-01-05 14:09:00
6611,You're an idiot.,high,2023-01-05 14:10:00
6612,What a moron.,high,2023-01-05 14:11:00
6613,You're such a pain.,high,2023-01-05 14:12:00
6614,You're an idiot.,high,2023-01-05 14:13:00
6615,This is the worst thing ever.,high,2023-01-05 14:14:00
6616,You're such a pain.,high,2023-01-05 14:15:00
6617,Just shut up already.,high,2023-01-05 14:16:00
6618,You're such a pain.,high,2023-01-05 14:17:00
6619,You're an idiot.,high,2023-01-05 14:18:00
6620,Just shut up already.,high,2023-01-05 14:19:00
6621,You're such a pain.,high,2023-01-05 14:20:00
6622,This is the worst thing ever.,high,2023-01-05 14:21:00
6623,You're such a pain.,high,2023-01-05 14:22:00
6624,What a moron.,high,2023-01-05 14:23:00
6625,You're such a pain.,high,2023-01-05 14:24:00
6626,You're an idiot.,high,2023-01-05 14:25:00
6627,This is the worst thing ever.,high,2023-01-05 14:26:00
6628,What a moron.,high,2023-01-05 14:27:00
6629,What a moron.,high,2023-01-05 14:28:00
6630,You're an idiot.,high,2023-01-05 14:29:00
